Round,Kill_Event_Time,Player,X,Y
18,Snapshot,Luggi#IGL,2886,881
18,Snapshot,VRX ProfPanda#Vyrox,-393,4042
18,Snapshot,SirBrainz#3745,-1751,3729
18,Snapshot,VRX Kawii#ECHO,-1538,2620
18,Snapshot,Gengar#0960,2956,5429
18,Snapshot,Noctis#7705,3880,4610
18,Snapshot,Umbra#0202,-1473,2933
18,Snapshot,Trashies#6767,4313,3462
18,Snapshot,Luggi#IGL,2529,2808
18,Snapshot,SirBrainz#3745,23,3851
18,Snapshot,VRX Kawii#ECHO,2557,3442
18,Snapshot,Gengar#0960,4530,3353
18,Snapshot,Noctis#7705,-1363,4049
18,Snapshot,Trashies#6767,434,4313
18,Snapshot,Gengar#0960,1990,4199
18,Snapshot,Noctis#7705,3482,4188
18,Snapshot,Trashies#6767,4104,4164
18,Snapshot,Luggi#IGL,1639,2972
18,Snapshot,SirBrainz#3745,-1349,4154
18,Snapshot,VRX Kawii#ECHO,2557,3442
18,Snapshot,Gengar#0960,4441,3397
18,Snapshot,Noctis#7705,1139,2914
18,Snapshot,Trashies#6767,977,5585
18,Snapshot,SirBrainz#3745,-1481,3020
18,Snapshot,Gengar#0960,3228,4044
18,Snapshot,Noctis#7705,2381,2556
18,Snapshot,Fruchtig#FOKUS,-3338,-15
18,Snapshot,Trashies#6767,957,-1209
18,Snapshot,Luggi#IGL,1016,-450
18,Snapshot,VRX ProfPanda#Vyrox,-816,4157
18,Snapshot,SirBrainz#3745,-1147,962
18,Snapshot,VRX Kawii#ECHO,-586,772
18,Snapshot,Gengar#0960,3645,3889
19,Snapshot,Noctis#7705,-1093,-3779
19,Snapshot,Umbra#0202,3216,-3437
19,Snapshot,Fruchtig#FOKUS,901,1341
19,Snapshot,Trashies#6767,-1397,-3521
19,Snapshot,Luggi#IGL,2758,1148
19,Snapshot,VRX ProfPanda#Vyrox,339,-2848
19,Snapshot,SirBrainz#3745,-157,-3130
19,Snapshot,VRX Kawii#ECHO,-113,-2219
19,Snapshot,Gengar#0960,557,4266
19,Snapshot,Noctis#7705,-1049,-5642
19,Snapshot,Fruchtig#FOKUS,937,1237
19,Snapshot,Trashies#6767,-1804,-2498
19,Snapshot,Luggi#IGL,4986,1039
19,Snapshot,VRX ProfPanda#Vyrox,1742,-2845
19,Snapshot,SirBrainz#3745,-265,-4579
19,Snapshot,VRX Kawii#ECHO,22,-2487
19,Snapshot,Gengar#0960,557,4266
19,Snapshot,Noctis#7705,-1101,-4055
19,Snapshot,Fruchtig#FOKUS,590,873
19,Snapshot,VRX ProfPanda#Vyrox,1874,-3525
19,Snapshot,SirBrainz#3745,-506,-5790
19,Snapshot,VRX Kawii#ECHO,2442,-4757
19,Snapshot,Gengar#0960,2685,-1904
19,Snapshot,Fruchtig#FOKUS,816,-309
19,Snapshot,VRX ProfPanda#Vyrox,1255,-3622
19,Snapshot,SirBrainz#3745,-106,-5482
19,Snapshot,VRX Kawii#ECHO,2442,-4757
19,Snapshot,Gengar#0960,3331,-2071
19,Snapshot,Noctis#7705,-1707,-3914
19,Snapshot,Fruchtig#FOKUS,582,1324
19,Snapshot,Trashies#6767,-1557,-3610
19,Snapshot,VRX ProfPanda#Vyrox,1665,-3808
19,Snapshot,SirBrainz#3745,-507,-5790
19,Snapshot,VRX Kawii#ECHO,2540,-4720
19,Snapshot,Gengar#0960,1479,2552
20,Snapshot,Noctis#7705,2957,567
20,Snapshot,VRX Saizsu#SRG,-1046,2395
20,Snapshot,Umbra#0202,2786,5013
20,Snapshot,Trashies#6767,3144,-1461
20,Snapshot,VRX ProfPanda#Vyrox,2055,129
20,Snapshot,SirBrainz#3745,-1236,2877
20,Snapshot,VRX Kawii#ECHO,-1193,3468
20,Snapshot,Gengar#0960,1308,-3094
20,Snapshot,Noctis#7705,2957,567
20,Snapshot,VRX Saizsu#SRG,-1037,2371
20,Snapshot,Umbra#0202,2790,5027
20,Snapshot,Trashies#6767,3149,-1490
20,Snapshot,SirBrainz#3745,-1223,2837
20,Snapshot,VRX Kawii#ECHO,-1226,3450
20,Snapshot,Gengar#0960,1308,-3094
20,Snapshot,Noctis#7705,2757,-199
20,Snapshot,VRX Saizsu#SRG,-246,-4824
20,Snapshot,Umbra#0202,3237,1759
20,Snapshot,VRX Kawii#ECHO,-331,-5299
20,Snapshot,Gengar#0960,3077,-1986
20,Snapshot,Noctis#7705,-81,-3156
20,Snapshot,Umbra#0202,249,-4789
20,Snapshot,VRX Kawii#ECHO,1252,-3600
20,Snapshot,Noctis#7705,-108,-3479
20,Snapshot,Umbra#0202,275,-4775
20,Snapshot,Noctis#7705,2719,854
20,Snapshot,VRX Saizsu#SRG,-50,1195
20,Snapshot,Umbra#0202,1465,4424
20,Snapshot,SirBrainz#3745,-1595,-102
20,Snapshot,VRX Kawii#ECHO,-1386,359
20,Snapshot,Gengar#0960,522,-2749
20,Snapshot,Noctis#7705,1898,2525
20,Snapshot,VRX Saizsu#SRG,-2642,2957
20,Snapshot,Umbra#0202,-1554,2964
20,Snapshot,Fruchtig#FOKUS,-362,698
20,Snapshot,Trashies#6767,162,-2170
20,Snapshot,VRX ProfPanda#Vyrox,678,-1302
20,Snapshot,SirBrainz#3745,-1302,1557
20,Snapshot,VRX Kawii#ECHO,-3530,1993
20,Snapshot,Gengar#0960,188,-3641
20,Snapshot,Noctis#7705,45,-2866
20,Snapshot,VRX Saizsu#SRG,754,-4595
20,Snapshot,Umbra#0202,993,-5270
20,Snapshot,VRX Kawii#ECHO,1456,-3442
