PB_ID,Strat_ID,Name,Image,Protocols
1390ab13-4204-432a-a68c-b85540a76f36,78450bc5-3990-4fdb-b9f6-a1f985e8e959,A Exec,PB_1390ab13_A_Exec_1765623548.png,"[{""trigger"": ""Viper spots a C push"", ""reaction"": ""Accelerate A""}]"
